SQA,Project ID,Application,Deliverable,Doc Version,"Doc ID, if needed",Approve or Disapprove,Date of Approval or Disapproval,Reason for Disapproval,Comments
Beilah,01096.001,IRIS,IIVP,1,e-Tech prod,A-FP,11-Jun-2018,,
Beilah,01090.001,WWLIMS,CII,1,WWLIMS v9.31  WorkStation v9.31a,A-FP,11-Jun-2018,,
Beilah,01090.001,WWLIMS,CII,1,WWLIMS v9.31  IMS v.22a,A-FP,11-Jun-2018,,
Nick,500.06,CMSNext,IIVP results,2,1 Prod,D,11-Jun-2018,Inaccurate information,
Nick,936,TrendReader,Risk Assessment,1,1,A-FP,11-Jun-2018,,
Nick,500.06,CMSNext,IIVP results,2,1 Prod,A,11-Jun-2018,,
Nick,588,GDSN/GS1,Traceability,7,1,D,11-Jun-2018,Not compliant with procedure,
Nick,588,GDSN/GS1,Traceability,7,1,A,11-Jun-2018,,
Beilah,01090.001,WWLIMS,Test Protocol,10,WWLIMS v9.31 TCIDBSQ_01,A-FP,12-Jun-2018,,
Beilah,01090.001,WWLIMS,Traceability,11,WWLIMS v9.31 Traceability Matrix - TPIDBSQ,A-FP,12-Jun-2018,,
Beilah,01090.001,WWLIMS,IIVP results,1,WWLIMS v9.31  WWLIMS WorkStation v9.31 qa ADDULCD771510T,A-FP,12-Jun-2018,,
Nick,ePAS 18-17808 V1,GS Reports,Move to Production,1,,A-FP,12-Jun-2018,,
Beilah,01090.001,WWLIMS,IIVP results,1,WWLIMS v9.31  WWLIMS WorkStation v9.31 qa ADDULCD773400,A-FP,13-Jun-2018,,
Beilah,01090.001,WWLIMS,IIVP results,1,WWLIMS v9.31  Instrument Manager Service v9.22a qa  ADDULCD772228,A-FP,13-Jun-2018,,
Beilah,01096.001,WWLIMS,IIVP results,1,WWLIMS v9.31  WWLIMS WorkStation v9.31) UAT ADDDE1D119711,A-FP,13-Jun-2018,,
Beilah,01096.001,WWLIMS,IIVP results,1,WWLIMS v9.31  WWLIMS WorkStation v9.31) UAT ADDDE1D119711 WS,A-FP,13-Jun-2018,,
Beilah,01090.001,WWLIMS,IIVP results,1,WWLIMS v9.31  Instrument Manager Service v9.22 UAT ADDDE1D119721,A-FP,13-Jun-2018,,
Beilah,01090.001,WWLIMS,IIVP results,1,WWLIMS v9.31  Instrument Manager Service v9.22 qa  ADDULCD772228,A-FP,14-Jun-2018,,
Beilah,01090.001,WWLIMS,Traceability,25,WWLIMS v9.31: WWLIMS Traceability Matrix,A-FP,14-Jun-2018,,
Beilah,01090.001,WWLIMS,CII,1,IMS v9.22,A-FP,14-Jun-2018,,
Beilah,01090.001,WWLIMS,CII,1,WorkStation v9.31,A-FP,14-Jun-2018,,
Nick,634.017,GDSN/GS1,Validation Plan,1,1,D,14-Jun-2018,Inaccurate information,
Nick,634.017,GDSN/GS1,Validation Plan,1,1,D,14-Jun-2018,Inaccurate information,email review
Nick,634.017,GDSN/GS1,Validation Plan,1,1,A,14-Jun-2018,,
Nick,1125,Alinity S Non-LIMS spreadsheets,URS,1,1,D,15-Jun-2018,Not compliant with procedure,Missing PM as approver
Beilah,01090.001,WWLIMS,Test Protocol Results,9,WWLIMS v9.31   Test Protocol - TCTCPLR_R_09_Result: ADDULCD771510t,A-FP,18-Jun-2018,,
Beilah,01090.001,WWLIMS,IIVP results,1,WWLIMS v9.31  WorkStation v9.31 ADDULCD773400,A-FP,18-Jun-2018,,
Beilah,01090.001,WWLIMS,IIVP results,1,WWLIMS v9.31  WorkStation v9.31 ADDULCD772736,A,18-Jun-2018,,resubmitted
Beilah,01090.001,WWLIMS,Test Protocol Results,7,WWLIMS v9.31   Pass - Test Protocol - TCREG_05 - Result: ADDULCD773400,A-FP,18-Jun-2018,,
Beilah,01090.001,WWLIMS,IIVP,1,WWLIMS v9.31  WorkStation v9.31 UAT ADDULCD772736,A-FP,18-Jun-2018,,
Beilah,01090.001,WWLIMS,Test Protocol Results,3,WWLIMS v9.31  Pass - Test Protocol - TCIDICQ_02 - Result,A-FP,18-Jun-2018,,
Nick,ePAS 16-26283 v18,GS Reports,Project Plan,1,1,A-FP,18-Jun-2018,,
Nick,1125,Alinity S Non-LIMS spreadsheets,URS,1,1,A,18-Jun-2018,,
Nick,771.009,Knowledge Management,ISSD,2,1,A-FP,18-Jun-2018,,
Nick,1128,CMSNext,Cancellation,1,1,A-FP,18-Jun-2018,,
Beilah,01090.001,WWLIMS,Test Protocol Results,4,WWLIMS v9.31 Test Protocol - TCIDBSQ_02 - Result,D,19-Jun-2018,Inaccurate information,
Beilah,01090.001,WWLIMS,Test Protocol Results,4,WWLIMS v9.31 Test Protocol - TCIDBSQ_02 - Result,A,19-Jun-2018,,
Beilah,01090.001,WWLIMS,Test Protocol Results,10,WWLIMS v9.31 Test Protocol - TCIDBSQ_01 - Result,A-FP,19-Jun-2018,,
Nick,ePAS 17-4072 V17,GS Reports,Move to Production,1,1,A-FP,19-Jun-2018,,
Nick,500.061,CMSNext,Software Change Request,1,1,D,19-Jun-2018,Inaccurate information,via email
Beilah,01090.001,WWLIMS,Test Protocol Results,9,WWLIMS v9.31   Test Protocol - TCTCPLR_R_09_Result: ADDULCD771510t,A,20-Jun-2018,,Resubmitted
Beilah,01090.001,WWLIMS,Test Protocol Results,7,WWLIMS v9.31   Pass - Test Protocol - TCREG_05 - Result: ADDULCD773400,A,20-Jun-2018,,resuvbmitted
Beilah,01033.016,Pulse,Test Protocol,2,HCE_Protocol_v2,A-FP,20-Jun-2018,,in parent 01035.000
Nick,1115,DARA Filler DHM and RU,IIVP results,1,2,A-FP,20-Jun-2018,,
Nick,500.061,CMSNext,Software Change Request,1,1,D,20-Jun-2018,N/A,Email review
Nick,1115,DARA Filler DHM and RU,IDP,1,1,A-FP,20-Jun-2018,,
Nick,936,TrendReader,IIVP,3,1,A-FP,20-Jun-2018,,
Nick,500.061,CMSNext,Software Change Request,1,1,D,20-Jun-2018,Inaccurate information,via email
Beilah,01033.016,Pulse,Test Protocol,2,HCE_Protocol_v2,A-FP,21-Jun-2018,,approval of link to parent
Beilah,01033.016,Pulse,Traceability,5,URS/FRS to Test Protocol Trace_v5,A-FP,21-Jun-2018,,in parent 01035.000
Beilah,01033.016,Pulse,Traceability,15,URS/FRS to Test Protocol Trace - v15,A-FP,21-Jun-2018,,in parent 01038.000
Beilah,01033.016,Pulse,Software Change Request,2,,D,21-Jun-2018,Inaccurate information,
Beilah,01033.016,Pulse,Software Change Request,2,,A,21-Jun-2018,,
Beilah,00303.102,DFCS,Project Plan,1,Fed Ex upgrade,A,21-Jun-2018,,through email
Beilah,01033.016,Pulse,Test Protocol,1,HTML5_Protocol,D,21-Jun-2018,Inaccurate information,in parent 01034.000
Beilah,01033.016,Pulse,Test Protocol,1,HTML5_Protocol,D,21-Jun-2018,Inaccurate information,in parent 01034.000
Nick,500.061,CMSNext,Software Change Request,1,1,A,21-Jun-2018,,
Nick,500.061,CMSNext,Design Verification,1,1,D,21-Jun-2018,Not compliant with procedure,SQA as approver on code review
Nick,500.061,CMSNext,CII,1,1,A-FP,21-Jun-2018,,
Nick,771.009,Knowledge Management,System Certification Summary,2,1,D,21-Jun-2018,Not compliant with procedure,Missing approver
Nick,500.061,CMSNext,IIVP,1,1,A-FP,21-Jun-2018,,
Nick,500.061,CMSNext,Test Protocol,1,1,D,21-Jun-2018,Inaccurate information,
Nick,500.061,CMSNext,Test Protocol,1,1,A,21-Jun-2018,,
Beilah,01090.001,WWLIMS,Test Protocol Results,10,WWLIMS v9.31 Test Protocol - TCIDBSQ_01 - Result,A,22-Jun-2018,,resubmitted
Beilah,00303.102,DFCS,Software Change Request,1,Fed Ex upgrade,A,22-Jun-2018,,resubmitted
Beilah,01090.001,WWLIMS,User Acceptance Protocol results,1,WWLIMS v9.31Test Protocol - User Acceptance Testing - Protocol 1 - Result,A-FP,22-Jun-2018,,
Beilah,01090.001,WWLIMS,System Certification Summary,1,WWLIMS v9.31  ,A-FP,22-Jun-2018,,
Beilah,00153.002,DFCS,User Acceptance Protocol results,25,Pick by light Phase 3 - UAT 02_PBL_Replacement_Results,A-FP,22-Jun-2018,,
Nick,500.061,CMSNext,IIVP results,1,1,A-FP,22-Jun-2018,,
Nick,500.061,CMSNext,Traceability,9,1,A-FP,22-Jun-2018,,
Nick,500.061,CMSNext,System Certification Summary,1,1,D,22-Jun-2018,Inaccurate information,via email
Nick,500.061,CMSNext,Test Protocol Results,1,1,A-FP,22-Jun-2018,,
Nick,500.061,CMSNext,IDP,1,1,D,22-Jun-2018,Not compliant with procedure,
Nick,1115,DARA Filler DHM and RU,IIVP results,1,1,A-FP,22-Jun-2018,,
Nick,936,TrendReader,IIVP results,3,1,A-FP,22-Jun-2018,,
Nick,936,TrendReader,CII,1,1,D,22-Jun-2018,Not using template,Used BTS/AQR template
Nick,936,TrendReader,Maintenance Plan,1,1,D,22-Jun-2018,Not using template,
Nick,500.061,CMSNext,System Certification Summary,1,1,D,22-Jun-2018,Inaccurate information,via email
Nick,936,TrendReader,CII,1,1,A,22-Jun-2018,,
Nick,936,TrendReader,Maintenance Plan,1,1,A,22-Jun-2018,,
Nick,500.061,CMSNext,System Certification Summary,1,1,D,22-Jun-2018,N/A,via email
Nick,500.061,CMSNext,IDP,1,1,A,22-Jun-2018,,
Nick,500.061,CMSNext,System Certification Summary,1,1,A,22-Jun-2018,,
Nick,936,TrendReader,IIVP results,3,1 QA LC776430,A-FP,22-Jun-2018,,
Beilah,00303.102,DFCS,Project Plan,1,Fed Ex upgrade,A,25-Jun-2018,,through NPV
Beilah,01090.002,WWLIMS,Software Change Request,1,WWLIMS v9.32 - WIF 9515 - Phase 1 AMD ,D,25-Jun-2018,Inaccurate information,
Beilah,01090.002,WWLIMS,Software Compliance Assessment,1,WWLIMS v9.32 - WIF 9515 - Phase 1 AMD ,D,25-Jun-2018,Inaccurate information,
Beilah,01033.016,Pulse,Test Protocol,1,HTML5_Protocol,A,25-Jun-2018,,resubmitted in parent 
Nick,936,TrendReader,URS,3,1,A-FP,25-Jun-2018,,
Nick,936,TrendReader,Test Protocol,2,1,A-FP,25-Jun-2018,,
Nick,500.061,CMSNext,IIVP results,1,1 - Prod,A-FP,25-Jun-2018,,
Nick,936,TrendReader,Test Protocol,2,2,A-FP,25-Jun-2018,,
Beilah,01033.016,Pulse,Test Protocol,1,HTML5_Protocol,A,26-Jun-2018,,Link to parent
Beilah,01033.016,Pulse,Traceability,9,URS/FRS to Test Protocol Trace - v9,A-FP,26-Jun-2018,,in parent 01034.000
Beilah,01033.016,Pulse,Traceability,8,URS/FRS to Test Protocol Trace_v8,A-FP,26-Jun-2018,,in parent 01037.000
Beilah,01033.016,Pulse,Traceability,8,URS/FRS to Test Protocol Trace_v8,A-FP,26-Jun-2018,,in parent 01036.000
Nick,936,TrendReader,IIVP results,3,1 QA LC728042,A-FP,26-Jun-2018,,
Beilah,01090.002,WWLIMS,Software Change Request,1,WWLIMS v9.32 - WIF 9515 - Phase 1 AMD ,A,27-Jun-2018,,
Beilah,01090.002,WWLIMS,Software Compliance Assessment,1,WWLIMS v9.32 - WIF 9515 - Phase 1 AMD ,A,27-Jun-2018,,
Beilah,01090.001,WWLIMS,IIVP results,1,WWLIMS v9.31  WWLIMS WorkStation v9.31 - ADDULCL989799 - Prod,A-FP,27-Jun-2018,,
Beilah,01090.002,WWLIMS,Validation Plan,1,WWLIMS v9.32 - WIF 9515 - Phase 1 AMD,D,27-Jun-2018,Inaccurate information,
Nick,771.009,Knowledge Management,System Certification Summary,2,1,A,27-Jun-2018,,
Nick,1125,Alinity S Non-LIMS spreadsheets,Test Protocol,1,1,D,27-Jun-2018,Insufficient traceability,email review
Nick,1125,Alinity S Non-LIMS spreadsheets,Test Protocol,1,1,D,27-Jun-2018,Other,email review
Beilah,01090.001,WWLIMS,IIVP results,1,WWLIMS v9.31 Lake county Production,A-FP,28-Jun-2018,,
Nick,655,ADD Shop Floor Paper (SFP) Report System,IIVP,28,2,A-FP,29-Jun-2018,,
Nick,55.041,eNovator,IDP,2,1,D,29-Jun-2018,Not following document version control,
Nick,55.041,eNovator,IDP,2,1,A,29-Jun-2018,,
Beilah,01033.016,Pulse,Design Verification,1,unit test,D,2-Jul-2018,Not compliant with procedure,
Beilah,01033.016,Pulse,Design Verification,1,unit test,D,2-Jul-2018,Inaccurate information,
Beilah,01033.016,Pulse,Design Verification,1,unit test,A,2-Jul-2018,,
Beilah,01033.016,Pulse,CII,1,Configuration Item Inventory,A-FP,2-Jul-2018,,
Beilah,01090.001,WWLIMS,IIVP results,1,WWLIMS v9.31 Lake county Production,A-FP,2-Jul-2018,,
Beilah,01090.002,WWLIMS,Software Change Request,1,WWLIMS v9.32 - WIF 9515 - Phase 1 AMD ,A,2-Jul-2018,,Resubmitted
Beilah,01033.016,Pulse,IIVP results,1,Val,A-FP,3-Jul-2018,,
Beilah,00849.010,PEAR,Software Compliance Assessment,1,,A-FP,3-Jul-2018,,link to parent 00849.009
Nick,655,ADD Shop Floor Paper (SFP) Report System,IIVP results,28,2,A-FP,6-Jul-2018,,
Nick,55.041,eNovator,Test Protocol Results,1,6 Win7/EI 11,D,9-Jul-2018,Inaccurate information,
Nick,55.041,eNovator,Test Protocol Results,1,6 Win7/EI 11,A,9-Jul-2018,,
Nick,55.041,eNovator,Test Protocol,1,TBD,D,9-Jul-2018,Inaccurate information,
Nick,55.041,eNovator,Test Protocol Results,1,6 Win7/Chrome,A-FP,9-Jul-2018,,
Beilah,00849.010,PEAR,Software Change Request,1,,A-FP,9-Jul-2018,,
Beilah,01090.001,WWLIMS,IIVP results,1,"WWLIMS v9.31  WWLIMS WorkStation v9.31 - ADDULCD770378
ADDULCL771642
ADDULCL772285
 - Prod",A-FP,9-Jul-2018,,
Beilah,01033.016,Pulse,Test Protocol Results,1,Instructions for Use_Protocol_v4,A-FP,9-Jul-2018,,
Beilah,01033.016,Pulse,Test Protocol Results,1,Product Requirements_Protocol_v3,A-FP,9-Jul-2018,,
Beilah,01033.016,Pulse,Test Protocol Results,1,HTML5_Protocol,A-FP,9-Jul-2018,,
Beilah,01033.016,Pulse,Test Protocol,3,Q Tech_Assay File_OUS_v3_Protocol,A-FP,9-Jul-2018,,in parent 01038.000
Nick,55.041,eNovator,Test Protocol,1,7,A-FP,10-Jul-2018,,
Beilah,01033.016,Pulse,Test Protocol,3,Q Tech_Assay File_OUS_v3_Protocol,A-FP,10-Jul-2018,,link to parent 01038.000
Beilah,01033.016,Pulse,Test Protocol Results,3,Q Tech_Assay File_OUS_v3_Protocol,A-FP,10-Jul-2018,,
Beilah,01033.016,Pulse,Test Protocol Results,3,Distributor Portal Instructions for Use_v3 Protocol,A-FP,10-Jul-2018,,
Beilah,01033.016,Pulse,Test Protocol Results,2,Distributor Portal Assay Files OUS_v2_Protocol,A-FP,10-Jul-2018,,
Beilah,01033.016,Pulse,Test Protocol Results,2,HCE_Protocol_v2,A-FP,10-Jul-2018,,
Beilah,01090.001,WWLIMS,IIVP results,1," WWLIMS WorkStation v9.31 Lake County Production ADDULCL58LLZM
ADDULCL773891
",A-FP,10-Jul-2018,,
Nick,1115,DARA Filler DHM and RU,Test Protocol,1,1,A-FP,11-Jul-2018,,
Nick,1115,DARA Filler DHM and RU,Traceability,1,1,A-FP,11-Jul-2018,,
Nick,1108,EP Evaluator,Software Change Request,2,1,D,11-Jul-2018,Inaccurate information,
Nick,1108,EP Evaluator,Software Change Request,2,1,A,11-Jul-2018,,
Beilah,01033.016,Pulse,Test Protocol Results,3,Q Tech_Assay File_OUS_v4_Protocol,A-FP,11-Jul-2018,,in parent 01038.000: for protocol errors
Beilah,01033.016,Pulse,System Certification Summary,1,,D,11-Jul-2018,Inaccurate information,
Beilah,01033.016,Pulse,System Certification Summary,1,,A,11-Jul-2018,,
Beilah,00303.102,DFCS,URS,17,,A-FP,11-Jul-2018,,
Nick,55.041,eNovator,Test Protocol,1,8,A,12-Jul-2018,,
Nick,1073,Groninger,Test Protocol Results,1,2,A-FP,12-Jul-2018,,
Nick,55.041,eNovator,ISSD,1,1,D,12-Jul-2018,,
Nick,55.041,eNovator,ISSD,1,1,A,12-Jul-2018,,
Beilah,01034.000,Pulse,Test Protocol,2,HTML5_Protocol_v2,A-FP,12-Jul-2018,,In parent no project associated with update
Nick,1125,Alinity S Non-LIMS spreadsheets,Test Protocol,1,1,A,13-Jul-2018,,
Nick,55.041,eNovator,Test Protocol Results,1,8 - win 10 - Chrome,A-FP,13-Jul-2018,,
Nick,1115,DARA Filler DHM and RU,IIVP results,1,1 - ADDIE8D004266,A-FP,13-Jul-2018,,
Nick,55.041,eNovator,Test Protocol Results,1,8 - win 10 - EI 11,A-FP,13-Jul-2018,,
Nick,1115,DARA Filler DHM and RU,IIVP results,1,1 - ADDIE8D004280,A-FP,13-Jul-2018,,
Nick,1115,DARA Filler DHM and RU,IIVP results,1,1 - ADDIE8D004307,A-FP,13-Jul-2018,,
Beilah,01090.002,WWLIMS,Software Change Request,2,,D,16-Jul-2018,Other,Revision hisotry lacking indetails to understand what should be reviewed.
Beilah,01090.002,WWLIMS,Software Change Request,2,,A,16-Jul-2018,,through email approval.
Beilah,01090.002,WWLIMS,Software Change Request,2,,A,16-Jul-2018,,In NPV
Beilah,01090.001,WWLIMS,CII,2,Configuration Item Inventory - IMS v9.22,A-FP,16-Jul-2018,,
Beilah,00303.102,DFCS,IDP,1,,D,16-Jul-2018,Inaccurate information,
Beilah,00303.102,DFCS,IDP,1,,A,16-Jul-2018,,
Beilah,01033.016,Pulse,IIVP results,1,Installation Instructions and Verification Protocol_PROD,A-FP,16-Jul-2018,,
Nick,55.041,eNovator,Test Protocol Results,1,8 - win 10 - Chrome,A,16-Jul-2018,,
Nick,55.041,eNovator,Test Protocol Results,1,8 - win 10 - EI 11,A,16-Jul-2018,,
Nick,55.041,eNovator,Test Protocol Results,1,6 - win 10 -Chrome,A-FP,16-Jul-2018,,
Nick,55.041,eNovator,Test Protocol Results,1,7 - win 10 - EI 11,A-FP,16-Jul-2018,,
Nick,55.041,eNovator,Test Protocol Results,1,7 - win 10 - Chrome,A-FP,16-Jul-2018,,
Nick,55.041,eNovator,Test Protocol Results,1,6 - win 10 - Chrome 2,A-FP,16-Jul-2018,,
Nick,55.041,eNovator,Maintenance Plan,6,1,D,16-Jul-2018,Not compliant with procedure,
Nick,55.041,eNovator,Release Notes,1,1,A-FP,16-Jul-2018,,
Nick,55.041,eNovator,IIVP,2,1,A-FP,16-Jul-2018,,
Nick,1073,Groninger,IIVP Results,1,1,A-FP,16-Jul-2018,,
Nick,55.041,eNovator,Test Protocol Results,1,6 - win 10 - EI11,A-FP,16-Jul-2018,,
Beilah,01090.001,WWLIMS,System Certification Summary,2,,A-FP,17-Jul-2018,,
Beilah,01033.016,Pulse,Software Compliance Assessment,1,,A-FP,17-Jul-2018,,in parent 01032.000
Nick,936,TrendReader,Test Protocol Results,2,1,A-FP,17-Jul-2018,,
Nick,ePAS 11-48338 V5,GS Reports,Project Plan,1,1,A-FP,17-Jul-2018,,
Nick,1115,DARA Filler DHM and RU,Test Protocol Results,1,1,A-FP,17-Jul-2018,,
Nick,936,TrendReader,IIVP results,3,1 QA LC728042 second,A-FP,17-Jul-2018,,
Nick,ePAS 18-22833 v1,GS Reports,Move to Production,1,1,A-FP,17-Jul-2018,,
Beilah,00303.102,DFCS,URS,17,,A,18-Jul-2018,,
Beilah,00303.102,DFCS,FRS,25,,A-FP,18-Jul-2018,,
Beilah,01090.001,WWLIMS,IIVP results,1,WWLIMS WorkStation v9.31 - Lake County Production: ADDURUL771185,A-FP,18-Jul-2018,,
Nick,1108,EP Evaluator,URS,1,1,D,18-Jul-2018,Other,via email
Beilah,01090.002,WWLIMS,Software Change Request,2,,A,20-Jul-2018,,
Nick,1073,Groninger,ISSD,1,1,D,23-Jul-2018,,
Nick,1073,Groninger,Release Notes,1,1,A-FP,23-Jul-2018,,
Nick,1073,Groninger,ISSD,1,1,A,23-Jul-2018,,
Nick,936,TrendReader,IIVP results,1,1 QA LC776430  update,A-FP,23-Jul-2018,,
Beilah,01090.002,WWLIMS,IIVP,1,WWLIMS WorkStation v9.32,A-FP,23-Jul-2018,,
Beilah,01090.002,WWLIMS,IIVP,1,Instrument Manager Service (Link to v9.22),A-FP,23-Jul-2018,,
Beilah,01090.002,WWLIMS,IIVP,1, Supplemental Items v9.32,A-FP,23-Jul-2018,,
Beilah,01090.002,WWLIMS,IIVP,1,Instrument Server (Link to v9.3),A-FP,23-Jul-2018,,
Beilah,01090.002,WWLIMS,IIVP,1, WWLIMS Task Manager (Link to v8.5),A-FP,23-Jul-2018,,
Beilah,01090.002,WWLIMS,IIVP,1,Symbol LS-2208 Barcode Scanner for WWLIMS (Link to v8.3),A-FP,23-Jul-2018,,
Beilah,01090.002,WWLIMS,IIVP,1,Task Items v9.32,A-FP,23-Jul-2018,,
Beilah,00901.005,RSLMS,Software Compliance Assessment,3,,D,23-Jul-2018,Inaccurate information,
Beilah,00901.005,RSLMS,Software Compliance Assessment,3,,A,23-Jul-2018,,
Beilah,00901.005,RSLMS,Software Change Request,1,,A-FP,23-Jul-2018,,
Beilah,00901.005,RSLMS,Software Change Request,2,,A-FP,23-Jul-2018,,
Beilah,00153.002,DFCS,Release Notes,2,Release Notes_v2/ pick by light,A-FP,23-Jul-2018,,
Beilah,00153.002,DFCS,Test Protocol Results,2,Phase 4 - UAT 02_PBL_Replacement_Results - PASS,A-FP,23-Jul-2018,,
Beilah,00153.002,DFCS,Test Protocol Results,1,Phase 4 - UAT 03_ PBL Backup System - PASS,D,23-Jul-2018,Inaccurate information,
Nick,936,TrendReader,Test Protocol Results,2,2 retest,A-FP,24-Jul-2018,,
Nick,ePAS 18-23766 V1,GS Reports,Project Plan,1,1,A-FP,24-Jul-2018,,
Nick,969,AP 24 CIP,Cancellation,1,1,A-FP,24-Jul-2018,,
Beilah,00153.002,DFCS,Test Protocol Results,1,Phase 4 - UAT 03_ PBL Backup System - PASS,A,24-Jul-2018,,
Beilah,00901.005,RSLMS,Design Verification,1,Design Verification Enhancements 2.1.2 ,D,24-Jul-2018,Inaccurate information,
Beilah,00901.005,RSLMS,Design Verification,1,Design Verification Enhancements 2.1.2 ,A,24-Jul-2018,,
Beilah,303.102,DFCS,Validation Plan,1,,A-FP,24-Jul-2018,,
Beilah,00153.002,DFCS,System Certification Summary,4,,A-FP,24-Jul-2018,,
Nick,1115,DARA Filler DHM and RU,ISSD,1,1,A-FP,25-Jul-2018,,
Nick,1115,DARA Filler DHM and RU,Release Notes,1,1,A-FP,25-Jul-2018,,
Beilah,01090.002,WWLIMS,Test Protocol,1,TC_IPDR_ADDWWLIMS08902,A-FP,25-Jul-2018,,Parent 00057.000
Nick,ePAS 18-23769 v1,GS Reports,Move to Production,1,1,A-FP,26-Jul-2018,,
Nick,1073,Groninger,System Certification Summary,1,1,D,26-Jul-2018,Inaccurate information,
Nick,1115,DARA Filler DHM and RU,System Certification Summary,1,1,D,26-Jul-2018,Inaccurate information,
Nick,1108,EP Evaluator,URS,1,1,D,26-Jul-2018,Other,
Nick,1073,Groninger,System Certification Summary,1,1,A,26-Jul-2018,,
Nick,1108,EP Evaluator,URS,1,1,A,26-Jul-2018,,
Nick,1115,DARA Filler DHM and RU,System Certification Summary,1,1,A,26-Jul-2018,,
Beilah,01090.002,WWLIMS,Validation Plan,1,,A,26-Jul-2018,,
Beilah,00303.102,DFCS,Traceability,10,URS to FRS Trace,A-FP,26-Jul-2018,,
Beilah,01033.017,Pulse,Software Change Request,1,,D,26-Jul-2018,Inaccurate information,
Beilah,01033.017,Pulse,Software Change Request,1,,A,26-Jul-2018,,
Nick,1108,EP Evaluator,IIVP,1,1,A-FP,27-Jul-2018,,
Nick,1108,EP Evaluator,Test Protocol,1,1,A-FP,27-Jul-2018,,
Nick,1108,EP Evaluator,URS,1,1,A,27-Jul-2018,,
Beilah,01090.002,WWLIMS,IIVP,1,WWLIMS WorkStation v9.32,A,27-Jul-2018,,Resubmitted
Beilah,01033.017,Pulse,FRS,13,Customer Portal_v13,A-FP,27-Jul-2018,,In parent 01038.000
Beilah,01090.002,WWLIMS,Design Verification,1, Code Review - Workstation v9.32a,A-FP,27-Jul-2018,,SQA not req. NPV only
Beilah,01090.002,WWLIMS,Design Verification,1, Code Review - Workstation v9.32a,A-FP,27-Jul-2018,,Resubmitted: SQA not req. NPV only
Beilah,01033.017,Pulse,Test Protocol,4,Product Requirements_Protocol_v4,A-FP,30-Jul-2018,,
Beilah,01033.017,Pulse,IIVP,3,,A-FP,30-Jul-2018,,parent 02032.000
Beilah,01090.002,WWLIMS,Design Verification,1,Unit test - Workstation v9.32a,A-FP,30-Jul-2018,,
Beilah,00303.102,DFCS,Software Change Request,1,,A,30-Jul-2018,,Resubmitted
Beilah,00303.102,DFCS,Design Verification,1,Unit test,D,30-Jul-2018,Not using template,missing review section
Beilah,01033.017,Pulse,Test Protocol,4,Product Requirements_Protocol_v4,A-FP,30-Jul-2018,,parent 01038.000 
Beilah,01090.002,WWLIMS,CII,1,Configuration Item Inventory - Workstation v9.32a,A-FP,30-Jul-2018,,
Beilah,01090.002,WWLIMS,CII,1,Configuration Item Inventory - Supplemental Items - v9.32a,A-FP,30-Jul-2018,,
Beilah,01090.002,WWLIMS,IIVP results,1,WWLIMS WorkStation v9.32 - Validation: ADDULCD771510T,D,30-Jul-2018,Inaccurate information,
Beilah,01090.002,WWLIMS,IIVP results,1,WWLIMS WorkStation v9.32 - Validation: ADDULCD771510T,A,30-Jul-2018,,
Nick,936,TrendReader,Test Protocol Results,2,2 win 7 lc776430,A-FP,30-Jul-2018,,
Beilah,00303.102,DFCS,Design Verification,1,Unit test,A,31-Jul-2018,,
Beilah,01090.002,WWLIMS,IIVP results,1,Supplemental Items v9.32 - Validation: ADDULCD878490T,A-FP,31-Jul-2018,,
Beilah,01033.017,Pulse,Design Verification,1,Product Requirement_Code Review,A-FP,31-Jul-2018,,
Nick,936,TrendReader,Test Protocol Results,2,1 win 7 LC77430,A-FP,31-Jul-2018,,
Nick,1108,EP Evaluator,Test Protocol Results,1,1,A-FP,31-Jul-2018,,
Beilah,01033.017,Pulse,CII,1,,A-FP,1-Aug-2018,,
Beilah,01033.017,Pulse,Design Verification,1,Unit Test,A-FP,1-Aug-2018,,
Beilah,01033.017,Pulse,Traceability,16,URS/FRS to Test Protocol Trace - v16,A-FP,1-Aug-2018,,
Beilah,01090.002,WWLIMS,Traceability,3,,D,1-Aug-2018,Inaccurate information,parent 00061.000
Beilah,01090.002,WWLIMS,Traceability,3,,D,1-Aug-2018,Inaccurate information,parent 00061.000
Beilah,01090.002,WWLIMS,IIVP results,1,WWLIMS WorkStation v9.32a ADDULCD773400,A-FP,1-Aug-2018,,
Beilah,01090.002,WWLIMS,IIVP results,1,WWLIMS WorkStation v9.32 - Validation ADDULCD893694,A-FP,1-Aug-2018,,
Beilah,01090.002,WWLIMS,IIVP results,1, Task Items v9.32 - Validation ADDAPA3290,A-FP,1-Aug-2018,,
Nick,1108,EP Evaluator,System Certification Summary,1,1,A-FP,1-Aug-2018,,
Beilah,01033.017,Pulse,IIVP results,1,Val Results 8838ce6,D,2-Aug-2018,Inaccurate information,
Beilah,01033.017,Pulse,IIVP results,1,Val Results 8838ce6,A,2-Aug-2018,,
Beilah,01033.018,Pulse,Software Compliance Assessment,6,,A-FP,2-Aug-2018,,
Beilah,01033.017,Pulse,Test Protocol Results,4,Product Requirements_v4_Protocol,D,2-Aug-2018,Inaccurate information,
Beilah,01033.017,Pulse,Test Protocol Results,4,Product Requirements_v4_Protocol,A,2-Aug-2018,,
Beilah,01033.017,Pulse,System Certification Summary,1,,D,2-Aug-2018,Inaccurate information,through email
