SQA,Project ID,Application,Deliverable,Doc Version,"Doc ID, if needed",Approve or Disapprove,Date of Approval or Disapproval,Reason for Disapproval,Comments
Ken,"				DA-S 00774 . 010",BSQ Device Simulator ,FRS,2,SRS-01v02,D,22-Jan-2020,Inaccurate information,
Lan,DA-S 01508 . 000,BSQ Device Simulator ,Traceability,1,TMatrixUSPro01-01,A,22-Jan-2020,,
Lan,DA-S 01508 . 000,BSQ Device Simulator ,IIVP results,1,Install01-01-Result,D,22-Jan-2020,Multiple Errors,NPV
Lan,DA-S 01508 . 000,BSQ Device Simulator ,IIVP results,1,Install01-01-Result,A,22-Jan-2020,,
Lan,DA-S 01508 . 000,BSQ Device Simulator ,Test Protocol Results,1,Protocol01-01-Result,A-FP,22-Jan-2020,,
Carole,DA-S00923.001 ,BSQ Device Simulator ,IIVP results,1,Install-04 Results (Production),D,23-Jan-2020,Other,Email
Carole,DA-S01510.001,BSQ Device Simulator ,Software Change Request,1,SCR-06,D,23-Jan-2020,Multiple Errors,Email
Ken,"				DA-S 00774 . 010",BSQ Device Simulator ,FRS,2,SRS-01v02,D,23-Jan-2020,Inaccurate information,
Ken,"				DA-S 00774 . 010",BSQ Device Simulator ,FRS,2,SRS-01v02,D,23-Jan-2020,Inaccurate information,
Lan,DA-S 01508 . 000,BSQ Device Simulator ,System Certification Summary,1,VVSR01-01,D,23-Jan-2020,Multiple Errors,NPV
Lan,DA-S 00897 . 006,BSQ Device Simulator ,CII,1,VDD02-01,D,23-Jan-2020,Inaccurate information,NPV
Lan,DA-S 01475 . 001,BSQ Device Simulator ,CII,3,VDD01-03,D,23-Jan-2020,Multiple Errors,Email
Lan,DA-S 01475 . 001,BSQ Device Simulator ,CII,3,VDD01-03,A,23-Jan-2020,,
Lan,DA-S 00897 . 006,BSQ Device Simulator ,CII,1,VDD02-01,A,23-Jan-2020,,
Lan,DA-S 01475 . 001,BSQ Device Simulator ,CII,4,VDD01-04,A-FP,24-Jan-2020,,
Lan,DA-S 01475 . 001,BSQ Device Simulator ,CII,5,VDD01-05,A-FP,24-Jan-2020,,
Lan,DA-S 01475 . 001,BSQ Device Simulator ,IIVP,4,Install01-04,D,24-Jan-2020,Multiple Errors,Email
Lan,DA-S 01475 . 001,BSQ Device Simulator ,IIVP,4,Install01-04,A,24-Jan-2020,,
Lan,DA-S 00897 . 006,BSQ Device Simulator ,IIVP,2,Install02-02,D,24-Jan-2020,Inaccurate information,Email
Lan,DA-S 00897 . 006,BSQ Device Simulator ,IIVP,2,Install02-02,A,24-Jan-2020,,
Lan,VERA/Dallas_R_D Tools,BSQ Device Simulator ,Test Protocol,1,RUN ID 632,A-FP,25-Jan-2020,,
Lan,VERA/Dallas_R_D Tools,BSQ Device Simulator ,Test Protocol,1,RUN ID 738,A-FP,25-Jan-2020,,
Lan,VERA/Dallas_R_D Tools,BSQ Device Simulator ,Test Protocol,1,RUN ID 755,A-FP,25-Jan-2020,,
Lan,VERA/Dallas_R_D Tools,BSQ Device Simulator ,Test Protocol,1,RUN ID 632,A,25-Jan-2020,,
Lan,VERA/Dallas_R_D Tools,BSQ Device Simulator ,Test Protocol,1,RUN ID 722,A,25-Jan-2020,,
Lan,VERA/Dallas_R_D Tools,BSQ Device Simulator ,Test Protocol,1,RUN ID 725,A,25-Jan-2020,,
Lan,VERA/Dallas_R_D Tools,BSQ Device Simulator ,Test Protocol,1,RUN ID 738,A,25-Jan-2020,,
Lan,VERA/Dallas_R_D Tools,BSQ Device Simulator ,Test Protocol,1,RUN ID 660,A-FP,26-Jan-2020,,
Lan,VERA/Dallas_R_D Tools,BSQ Device Simulator ,Test Protocol,1,RUN ID 665,A-FP,26-Jan-2020,,
Lan,VERA/Dallas_R_D Tools,BSQ Device Simulator ,Test Protocol,1,RUN ID 587,A,26-Jan-2020,,
Lan,VERA/Dallas_R_D Tools,BSQ Device Simulator ,Test Protocol,1,RUN ID 634,A,26-Jan-2020,,
Ken,"				DA-S 00774 . 010",BSQ Device Simulator ,FRS,2,SRS-01v02,A,27-Jan-2020,,
Lan,VERA/Dallas_R_D Tools,BSQ Device Simulator ,Test Protocol,1,RUN ID 669,A,27-Jan-2020,,
Lan,DA-S 01475 . 001,BSQ Device Simulator ,IIVP results,3,Install01-03-Result,D,27-Jan-2020,Multiple Errors,Email
Lan,DA-S 01475 . 001,BSQ Device Simulator ,IIVP results,3,Install01-03-Result,A,27-Jan-2020,,
Lan,DA-S 00897 . 006,BSQ Device Simulator ,IIVP results,2,Install02-02-Result,A-FP,27-Jan-2020,,
Lan,DA-S 01475 . 001,BSQ Device Simulator ,Test Protocol Results,1,Protocol26-01-Result,A-FP,27-Jan-2020,,
Lan,DA-S 01508 . 000,BSQ Device Simulator ,User Doc,2,UDoc01-02,A-FP,27-Jan-2020,,
Lan,DA-S 00897 . 006,BSQ Device Simulator ,Test Protocol Results,1,Protocol19-01-Result,A-FP,27-Jan-2020,,
Arun,DA-S-1510.001,BSQ Device Simulator ,Software Change Request,1,SCR-06,D,28-Jan-2020,Inaccurate information,email
Carole,DA-S01510.001,BSQ Device Simulator ,Software Change Request,1,SCR-06,D,28-Jan-2020,Multiple Errors,Email
Carole,DA-S01510.001,BSQ Device Simulator ,Software Change Request,1,SCR-06,D,28-Jan-2020,Multiple Errors,Email
Carole,DA-S01510.001,BSQ Device Simulator ,Software Change Request,1,SCR-06,D,28-Jan-2020,Multiple Errors,Email
Arun,DA-S00774.010,BSQ Device Simulator ,Project Plan,2,SPP-01,D,29-Jan-2020,Inaccurate information,email
Arun,DA-S-1510.001,BSQ Device Simulator ,Software Change Request,1,SCR-06,D,29-Jan-2020,Inaccurate information,email
Arun,DA-S-1510.001,BSQ Device Simulator ,FRS,2,FRS-02,D,29-Jan-2020,Inaccurate information,email
Arun,DA-S-1510.001,BSQ Device Simulator ,FRS,2,FRS-02,D,29-Jan-2020,Inaccurate information,email
Carole,DA-S01510.001,BSQ Device Simulator ,FRS,2,FRS-01,D,29-Jan-2020,Inadequate Description of Change,Email
Lan,DA-S 01508 . 000,BSQ Device Simulator ,System Certification Summary,1,VVSR01-01,A,29-Jan-2020,,
Lan,DA-S 01508 . 000,BSQ Device Simulator ,Approval ,1,Approval01-01,A-FP,29-Jan-2020,,
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,NCM-040,D,30-Jan-2020,Inaccurate information,email
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,NCM-040,D,30-Jan-2020,Inaccurate information,email
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,MM-0100,D,30-Jan-2020,Inaccurate information,email
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,MM-0100,D,30-Jan-2020,Inaccurate information,email
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,MM-0100,D,30-Jan-2020,Inaccurate information,email
Carole,DA-S00921.001,BSQ Device Simulator ,Software Change Request,1,SCR-14,D,30-Jan-2020,Multiple Errors,Email
Carole,DA-S00921.001,BSQ Device Simulator ,Test Protocol,1,Protocol-26,D,30-Jan-2020,Multiple Errors,Email
Carole,DA-S01510.001,BSQ Device Simulator ,IIVP,1,Install-11,D,30-Jan-2020,Multiple Errors,Email
Arun,DA-S-1510.001,BSQ Device Simulator ,Software Change Request,1,SCR-06,D,31-Jan-2020,Inaccurate information,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Software Change Request,1,SCR06v01,D,2-Feb-2020,Multiple Errors,email 
Arun,DA-S-1510.001,BSQ Device Simulator ,FRS,3,SRS-01,D,3-Feb-2020,Requirement deficiency,NPV
Carole,DA-S00923.001 ,BSQ Device Simulator ,IIVP results,1,Install-04,D,3-Feb-2020,Inaccurate information,Email
Carole,DA-S00921.001,BSQ Device Simulator ,IIVP,1,Install-05,D,3-Feb-2020,Inaccurate information,Email
Carole,DA-S00921.001,BSQ Device Simulator ,Traceability,9,T-matrix-01,D,3-Feb-2020,Inaccurate information,Email
Carole,DA-S00921.001,BSQ Device Simulator ,Test Protocol,1,Protocol-26,A,3-Feb-2020,N/A,
Carole,DA-S00921.001,BSQ Device Simulator ,Software Change Request,1,SCR-14,D,3-Feb-2020,Multiple Errors,Email
Carole,DA-S00921.001,BSQ Device Simulator ,Software Change Request,1,SCR-14,D,3-Feb-2020,Inaccurate information,Email
Carole,DA-S00921.001,BSQ Device Simulator ,Software Change Request,1,SCR-14,A,3-Feb-2020,N/A,
Arun,DA-S-1510.001,BSQ Device Simulator ,FRS,3,SRS-01,A,4-Feb-2020,,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Traceability,3,TMatrixUSPro-01,D,4-Feb-2020,Insufficient traceability,email 
Arun,DA-S-0074.010,BSQ Device Simulator ,Project Plan,2,SPP-01,D,4-Feb-2020,Inaccurate information,NPV
Arun,DA-S-0074.010,BSQ Device Simulator ,Project Plan,2,SPP-01,A,4-Feb-2020,,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol13-v01,D,4-Feb-2020,Multiple Errors,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol13-v01,A,4-Feb-2020,Multiple Errors,NPV
Carole,DA-S00921.001,BSQ Device Simulator ,Traceability,9,T-matrix-01,A,4-Feb-2020,N/A,
Carole,DA-S00921.001,BSQ Device Simulator ,Test Protocol Results,1,Protocol-26,D,4-Feb-2020,Multiple Errors,Email
Carole,DA-S01510.001,BSQ Device Simulator ,Software Change Request,1,SCR-07,D,4-Feb-2020,Multiple Errors,Email
Carole,DA-S01510.001,BSQ Device Simulator ,Software Change Request,1,SCR-07,D,4-Feb-2020,Inaccurate information,Email
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol-12,D,5-Feb-2020,Multiple Errors,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol-13,D,5-Feb-2020,Multiple Errors,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol-14,D,5-Feb-2020,Multiple Errors,NPV
Carole,DA-S00921.001,BSQ Device Simulator ,Test Protocol Results,1,Protocol-26,A,5-Feb-2020,N/A,
Carole,DA-S01510.001,BSQ Device Simulator ,IIVP,1,Install-11,A,5-Feb-2020,N/A,
Arun,DA-S-0074.010,BSQ Device Simulator ,CII,2,VDD-01,D,6-Feb-2020,Multiple Errors,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Software Change Request,1,SCR06v01,A,6-Feb-2020,,email
Arun,DA-S-1510.001,BSQ Device Simulator ,Maintenance Plan,2,MaintPlan-1,D,6-Feb-2020,Inaccurate information,email
Arun,DA-S-1510.001,BSQ Device Simulator ,Software Change Request,1,SCR-07,D,6-Feb-2020,Multiple Errors,email
Carole,DA-S01510.001,BSQ Device Simulator ,Maintenance Plan,2,Maintenance-01,D,6-Feb-2020,Multiple Errors,Email
Carole,DA-S01510.001,BSQ Device Simulator ,Maintenance Plan,2,Maintenance-01,D,6-Feb-2020,Multiple Errors,Email
Carole,DA-S01510.001,BSQ Device Simulator ,CII,2,VDD-01,A,6-Feb-2020,N/A,
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,Test ID 607,A,11-Aug-2020,N/A,
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,Test ID 608,D,11-Aug-2020,Multiple Errors,
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,Test ID 609,D,11-Aug-2020,Multiple Errors,
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,Test ID 610,D,11-Aug-2020,Multiple Errors,
Lan,DA-S 01092 . 000,BSQ Device Simulator ,Decommissioning Report,1,RetSum01-01,A-FP,6-Feb-2020,,
Lan,DA-S 01092 . 000,BSQ Device Simulator ,Cancellation,1,Cancel01-01,A-FP,6-Feb-2020,,
Carole,DA-S00921.001,BSQ Device Simulator ,IIVP,2,Install-05,A-FP,7-Feb-2020,N/A,
Carole,DA-S00921.001,BSQ Device Simulator ,Test Protocol,2,Protocol-26,D,7-Feb-2020,Multiple Errors,Email
Carole,DA-S00921.001,BSQ Device Simulator ,Traceability,10,T-matrix-01,A-FP,7-Feb-2020,N/A,
Carole,DA-S00921.001,BSQ Device Simulator ,Software Change Request,2,SCR-14,D,7-Feb-2020,Multiple Errors,Email
Carole,DA-S00921.001,BSQ Device Simulator ,Software Change Request,2,SCR-14,A,7-Feb-2020,N/A,
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol12-v01,D,9-Feb-2020,Multiple Errors,email
Arun,DA-S-1510.001,BSQ Device Simulator ,System Certification Summary,1,VVSR-03,D,9-Feb-2020,Multiple Errors,email
Arun,DA-S-1510.001,BSQ Device Simulator ,Traceability,3,TMatrixUSPro-03,D,10-Feb-2020,Insufficient traceability,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Traceability,3,TMatrixUSPro-03,A,10-Feb-2020,,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol12-v01,A,10-Feb-2020,,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Other,2,Other-14 ,D,10-Feb-2020,Multiple Errors,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Other,2,Other-14 ,A,10-Feb-2020,Multiple Errors,
Arun,DA-S-1510.001,BSQ Device Simulator ,System Certification Summary,1,VVSR-03,A,10-Feb-2020,,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol Results,1,Protocol-12,A,10-Feb-2020,,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol Results,1,Protocol-13,A,10-Feb-2020,,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol Results,1,Protocol-14,A,10-Feb-2020,,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Software Change Request,1,SCR-07,A,10-Feb-2020,,NPV
Carole,DA-S00923.001 ,BSQ Device Simulator ,Software Change Request,1,SCR-08,D,10-Feb-2020,Multiple Errors,Email
Carole,DA-S00923.001 ,BSQ Device Simulator ,Software Change Request,1,SCR-08,D,10-Feb-2020,Multiple Errors,Email
Carole,DA-S00922.001,BSQ Device Simulator ,Software Change Request,1,SCR-43,D,10-Feb-2020,Multiple Errors,Email
Carole,DA-S00921.001,BSQ Device Simulator ,IIVP results,2,Install-05,A,10-Feb-2020,N/A,
Carole,DA-S00923.001 ,BSQ Device Simulator ,URS,5,URS-01,D,11-Feb-2020,Multiple Errors,Email
Lan,DA-S 01497 . 000,BSQ Device Simulator ,CII,1,VDD01-02,D,11-Feb-2020,Multiple Errors,NPV
Lan,DA-S 01497 . 000,BSQ Device Simulator ,CII,1,VDD01-02,A,11-Feb-2020,Multiple Errors,NPV
Carole,DA-S00923.001 ,BSQ Device Simulator ,URS,5,URS-01,D,12-Feb-2020,Multiple Errors,Email
Carole,DA-S00923.001 ,BSQ Device Simulator ,FRS,5,SRS-01,D,12-Feb-2020,Multiple Errors,Email
Carole,DA-S00922.001,BSQ Device Simulator ,URS,7,URS-01,D,12-Feb-2020,Multiple Errors,Email
Lan,DA-S 01497 . 000,BSQ Device Simulator ,IIVP,1,Install02-01-Result,D,12-Feb-2020,Multiple Errors,NPV
Ken,APLM Core,BSQ Device Simulator ,Software Compliance Assessment,2,SCA,A,13-Feb-2020,,
Carole,DA-S00923.001 ,BSQ Device Simulator ,Software Change Request,1,SCR-08,A,13-Feb-2020,N/A,
Carole,DA-S00922.001,BSQ Device Simulator ,Software Change Request,1,SCR-43,A,13-Feb-2020,N/A,
Carole,DA-S00921.001,BSQ Device Simulator ,IIVP results,2,Install-05,A-FP,13-Feb-2020,N/A,
Lan,DA-S 01497 . 000,BSQ Device Simulator ,IIVP,1,Install02-01-Result,A,13-Feb-2020,,
Carole,DA-S00923.001 ,BSQ Device Simulator ,Software Change Request,2,SCR-08,D,14-Feb-2020,Multiple Errors,Email
Carole,DA-S00923.001 ,BSQ Device Simulator ,URS,5,URS-01,D,14-Feb-2020,Inadequate Description of Change,Email
Carole,DA-S00923.001 ,BSQ Device Simulator ,FRS,5,SRS-01,D,14-Feb-2020,Inaccurate information,Email
Arun,DA-S-1510.001,BSQ Device Simulator ,FRS,4,SRS-01,D,16-Feb-2020,Requirement deficiency,email
Arun,DA-S-1510.001,BSQ Device Simulator ,Software Change Request,1,SCR-08,D,17-Feb-2020,Inaccurate information,email 
Carole,DA-S00923.001 ,BSQ Device Simulator ,Software Change Request,2,SCR-08,A,17-Feb-2020,N/A,
Carole,DA-S00923.001 ,BSQ Device Simulator ,URS,5,URS-01,A,17-Feb-2020,N/A,
Carole,DA-S00923.001 ,BSQ Device Simulator ,FRS,5,SRS-01,A,17-Feb-2020,N/A,
Carole,DA-S00923.001 ,BSQ Device Simulator ,Test Protocol,1,Protocol-14,D,17-Feb-2020,Multiple Errors,Email
Carole,DA-S00923.001 ,BSQ Device Simulator ,Traceability,7,T-matrix-07,D,17-Feb-2020,Multiple Errors,Email
Carole,DA-S00922.001,BSQ Device Simulator ,FRS,6,FRS-01,D,17-Feb-2020,Multiple Errors,Email
Arun,DA-S-1510.001,BSQ Device Simulator ,Software Change Request,1,SCR-08,D,18-Feb-2020,Multiple Errors,email
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,4,Protocol-5,D,18-Feb-2020,Multiple Errors,email
Arun,DA-S-1510.001,BSQ Device Simulator ,Software Change Request,1,SCR-09,D,18-Feb-2020,Multiple Errors,email
Carole,DA-S00923.001 ,BSQ Device Simulator ,Test Protocol,1,Protocol-14,A,18-Feb-2020,N/A,
Carole,DA-S00923.001 ,BSQ Device Simulator ,Traceability,7,T-matrix-07,A,18-Feb-2020,N/A,
Carole,DA-S00923.001 ,BSQ Device Simulator ,IIVP,1,Install-05,A-FP,18-Feb-2020,N/A,
Carole,DA-S00923.001 ,BSQ Device Simulator ,IIVP,1,Install-05,A-FP,18-Feb-2020,N/A,
Ken,APLM Core,BSQ Device Simulator ,URS,1,URS,A,19-Feb-2020,,
Ken,APLM Core,BSQ Device Simulator ,FRS,1,FRS,A,19-Feb-2020,,
Ken,APLM Core,BSQ Device Simulator ,Test Protocol,1,Test - TC1 Stamping attached document,D,19-Feb-2020,Inaccurate information,
Ken,APLM Core,BSQ Device Simulator ,Test Protocol,1,Test - TC4 Stamping Single Serial Effectivity,D,19-Feb-2020,Inaccurate information,
Ken,APLM Core,BSQ Device Simulator ,Test Protocol,1,Test - TC5 Stamping Dual Serial Effectivity,D,19-Feb-2020,Inaccurate information,
Arun,DA-S-1510.001,BSQ Device Simulator ,FRS,4,SRS-01,A,19-Feb-2020,,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,IIVP,1,Install12,D,19-Feb-2020,Multiple Errors,email
Carole,DA-S00923.001 ,BSQ Device Simulator ,Test Protocol Results,1,Protocol-14 Results,D,19-Feb-2020,Incorrect Objective Evidence,Email
Carole,DA-S00923.001 ,BSQ Device Simulator ,Test Protocol Results,1,Protocol-14 Results,A,19-Feb-2020,N/A,
Arun,DA-S-1510.001,BSQ Device Simulator ,IIVP,1,Install12,A,20-Feb-2020,,NPV
Carole,DA-S00923.001 ,BSQ Device Simulator ,IIVP,1,Install-05,A-FP,20-Feb-2020,N/A,
Carole,DA-S00922.001,BSQ Device Simulator ,URS,7,URS-01,A,20-Feb-2020,N/A,
Lan,DA-S 01497 . 000,BSQ Device Simulator ,Test protocol,1,Protocol06-01-Result,A-FP,21-Feb-2020,,
Carole,DA-S00922.001,BSQ Device Simulator ,FRS,6,FRS-01,D,24-Feb-2020,Multiple Errors,Email
Arun,DA-S-1510.001,BSQ Device Simulator ,Software Change Request,1,SCR-09,D,25-Feb-2020,Multiple Errors,email
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol1v1,D,25-Feb-2020,Multiple Errors,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protoco21v1,D,25-Feb-2020,Multiple Errors,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol3v1,D,25-Feb-2020,Multiple Errors,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol1v1,A,26-Feb-2020,,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol2v1,A,26-Feb-2020,,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol3v1,A,26-Feb-2020,,NPV
Ken,APLM Core,BSQ Device Simulator ,Software Change Request,2,SCR Release 4.15,A,27-Feb-2020,,
Ken,APLM Core,BSQ Device Simulator ,CII,1,CII Release 4.15,D,27-Feb-2020,Inaccurate information,
Ken,APLM Core,BSQ Device Simulator ,Test Protocol,1,Test - TC1 Stamping attached document,A,27-Feb-2020,,
Ken,APLM Core,BSQ Device Simulator ,Test Protocol,1,Test - TC4 Stamping Single Serial Effectivity,A,27-Feb-2020,,
Ken,APLM Core,BSQ Device Simulator ,Test Protocol,1,Test - TC5 Stamping Dual Serial Effectivity,A,27-Feb-2020,,
Ken,APLM Core,BSQ Device Simulator ,Test Protocol Results,1,Run - TC1 Stamping attached document,A-FP,27-Feb-2020,,
Ken,APLM Core,BSQ Device Simulator ,Test Protocol Results,1,Run - TC4 Stamping Single Serial Effectivity,A-FP,27-Feb-2020,,
Ken,APLM Core,BSQ Device Simulator ,Test Protocol Results,1,Run - TC5 Stamping Dual Serial Effectivity,A-FP,27-Feb-2020,,
Ken,APLM Core,BSQ Device Simulator ,IIVP,1,Test - Installation and Verification of Java Component,A-FP,27-Feb-2020,,
Ken,APLM Core,BSQ Device Simulator ,IIVP results,1,Run - Installation and Verification of Java Component,A-FP,27-Feb-2020,,
Arun,DA-S-1510.001,BSQ Device Simulator ,Software Change Request,1,SCR-09,A,27-Feb-2020,,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,IIVP,1,Install-13,D,27-Feb-2020,Multiple Errors,email
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,4,Protocol-5,D,27-Feb-2020,Multiple Errors,email
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol-17,D,27-Feb-2020,Multiple Errors,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Traceability,1,Protocol3v1,D,27-Feb-2020,Insufficient traceability,NPV
Ken,DA-S 00055.011,BSQ Device Simulator ,Test Protocol,2,Protocol-06v02,D,28-Feb-2020,Inaccurate information,
Ken,DA-S 00055.011,BSQ Device Simulator ,Other,1,Other-00v00,D,28-Feb-2020,Inaccurate information,
Arun,DA-S-1510.001,BSQ Device Simulator ,IIVP,1,Install-13,A,28-Feb-2020,,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,4,Protocol-5,A,28-Feb-2020,,NPV
Lan,DA-S 001466.000,BSQ Device Simulator ,Decommissioning Plan,1,RetPlan-01,D,28-Feb-2020,Multiple Errors,Email
Lan,DA-S 001466.000,BSQ Device Simulator ,Decommissioning Report,1,RetSummary-01,D,28-Feb-2020,Multiple Errors,Email
Carole,DA-S00923.001 ,BSQ Device Simulator ,Software Change Request,1,SCR-09,D,28-Feb-2020,Multiple Errors,Email
Carole,DA-S00922.001,BSQ Device Simulator ,Software Change Request,1,SCR-44,D,28-Feb-2020,Multiple Errors,Email
Carole,DA-S00922.001,BSQ Device Simulator ,Test Protocol,1,Protocol-27,D,28-Feb-2020,Multiple Errors,Email
Carole,DA-S00926.002,BSQ Device Simulator ,Software Change Request,1,SCR-43,D,28-Feb-2020,Multiple Errors,Email
Carole,DA-S00926.002,BSQ Device Simulator ,Software Change Request,1,SCR-43,D,2-Mar-2020,Multiple Errors,Email
Carole,DA-S00926.002,BSQ Device Simulator ,FRS,6,FRS-01,D,2-Mar-2020,Inaccurate information,Email
Carole,DA-S00926.002,BSQ Device Simulator ,IIVP,8,Install-01,D,2-Mar-2020,Other,Email
Arun,DA-S-1510.001,BSQ Device Simulator ,IIVP results,1,Install-12 Results (QA),A,2-Mar-2020,,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol-17,D,2-Mar-2020,Incorrect Approvers,NPV
Arun,DA-S-1510.001,BSQ Device Simulator ,Test Protocol,1,Protocol-17,A,2-Mar-2020,,NPV
Arun,DA-S-00921.001,BSQ Device Simulator ,Software Change Request,1,SCR-15,D,2-Mar-2020,Multiple Errors,email
Arun,DA-S-00921.001,BSQ Device Simulator ,Test Protocol,1,Protocol-27,D,2-Mar-2020,Multiple Errors,email
Carole,DA-S00922.001,BSQ Device Simulator ,Test Protocol,1,Protocol-27,D,3-Mar-2020,Other,Email
Carole,DA-S00922.001,BSQ Device Simulator ,Test Protocol,1,Protocol-27,A,3-Mar-2020,N/A,
Carole,DA-S00922.001,BSQ Device Simulator ,Traceability,6,TMAtrix-01,D,3-Mar-2020,Incorrect Approvers,Email
Carole,DA-S00922.001,BSQ Device Simulator ,IIVP,1,Install-03,D,3-Mar-2020,Multiple Errors,Email
Arun,DA-S-1510.001,BSQ Device Simulator ,Software Change Request,1,SCR-08,D,3-Mar-2020,Inadequate Description of Change,email
Carole,DA-S00922.001,BSQ Device Simulator ,Traceability,6,TMAtrix-01,A,4-Mar-2020,N/A,
Carole,DA-S00922.001,BSQ Device Simulator ,IIVP,1,Install-03,A,4-Mar-2020,N/A,
Carole,DA-S00923.001 ,BSQ Device Simulator ,Test Protocol,6,Protocol-15,D,4-Mar-2020,Multiple Errors,Email
Arun,DA-S-1510.001,BSQ Device Simulator ,Software Change Request,1,SCR-08,A,4-Mar-2020,,NPV
Carole,DA-S00922.001,BSQ Device Simulator ,IIVP results,1,Install-03,A-FP,5-Mar-2020,N/A,
Carole,DA-S00926.002,BSQ Device Simulator ,Software Change Request,1,SCR-43,A,5-Mar-2020,N/A,
Carole,DA-S00926.002,BSQ Device Simulator ,FRS,6,FRS-01,A,5-Mar-2020,N/A,
Carole,DA-S00926.002,BSQ Device Simulator ,IIVP,8,Install-01,A,5-Mar-2020,N/A,
Carole,DA-S00926.002,BSQ Device Simulator ,Test Protocol,1,Protocol-25,A-FP,5-Mar-2020,N/A,
Ken,DA-S 00774.010,BSQ Device Simulator ,Design Documentation,1,SDD-02,d,5-Mar-2020,Inaccurate information,
Arun,DA-S-00774.010,BSQ Device Simulator ,Traceability,1,Tmatrixuspro-1,A,5-Mar-2020,,NPV
Carole,DA-S00923.001 ,BSQ Device Simulator ,Software Change Request,1,SCR-09,A-FP,6-Mar-2020,N/A,
Carole,DA-S00923.001 ,BSQ Device Simulator ,IIVP,1,Install-06,D,6-Mar-2020,Incorrect scope,Email
Carole,DA-S00926.002,BSQ Device Simulator ,IIVP results,8,Install-01,D,6-Mar-2020,Multiple Errors,Email
Carole,DA-S00926.002,BSQ Device Simulator ,IIVP results,8,Install-01,A,6-Mar-2020,N/A,
Lan,DA-S 001466.000,BSQ Device Simulator ,Decommissioning Plan,1,RetPlan-01,D,6-Mar-2020,Multiple Errors,
Ken,DA-S 00055.011,BSQ Device Simulator ,Software Change Request,1,SCR-03v01,D,9-Mar-2020,Inaccurate information,
Arun,DA-S-1510.001,BSQ Device Simulator ,Maintenance Plan,1,MaintPlan2,D,9-Mar-2020,Multiple Errors,email
Carole,DA-S00926.002,BSQ Device Simulator ,IIVP results,8,Install-01,D,10-Mar-2020,Multiple Errors,Email
Carole,DA-S00926.002,BSQ Device Simulator ,Test Protocol Results,1,Protocol-25,A-FP,10-Mar-2020,N/A,
Ken,DA-S 00055.011,BSQ Device Simulator ,Software Change Request,1,SCR-03v01,D,10-Mar-2020,Inaccurate information,
